15.51,1
13.74,2
12.77,3
12.15,4
11.64,5
11.13,6
10.63,7
10.13,8
9.64,9
9.15,10
8.67,11
8.19,12
7.71,13
7.24,14
6.78,15
6.32,16
5.86,17
5.41,18
4.96,19
4.52,20
4.08,21
3.64,22
3.21,23
2.78,24
2.36,25
1.95,26
1.54,27
1.13,28
0.73,29
0.33,30
